# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 04:22:42 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
loc_rowid,pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum
23779,Kepler-502 b,4.28686431,0.053200,4.070,,,0.000000,1209,,6225.00,1.03,1.09,
23780,Kepler-504 b,9.54927300,0.070000,1.940,,,0.000000,445,,3804.00,0.49,0.51,
23781,Kepler-504 b,9.54927709,,,,,,,,3600.00,0.42,0.41,-1.577
23782,Kepler-504 b,9.54927542,,1.590,,,,,,3519.00,0.33,0.33,
23783,Kepler-504 b,9.54927542,0.064100,1.820,,,0.000000,372,,3514.00,0.37,0.39,
23784,Kepler-504 b,,,1.767,,,,,,3562.00,0.42,,
23785,Kepler-504 b,9.54927709,0.064600,1.570,,,0.000000,374,,3547.00,0.37,0.40,
23786,Kepler-504 b,9.54927542,0.064100,1.820,,,0.000000,372,,3514.00,0.37,0.39,
23787,Kepler-504 b,9.54927542,0.064100,1.820,,,0.000000,372,,3514.00,0.37,0.39,
23788,Kepler-504 b,9.54926977,,,,,,,,3600.00,0.42,0.41,-1.577
23789,Kepler-504 b,9.54927403,,,,,,,,3600.00,0.42,0.41,-1.577
23790,Kepler-505 b,27.52194772,0.144500,2.470,,,0.000000,314,,3780.00,0.51,0.53,
23791,Kepler-505 b,27.52197994,0.144400,2.510,,,0.000000,313,,3770.00,0.51,0.53,
23792,Kepler-505 b,27.52173200,0.146000,2.530,,,0.000000,339,,4057.00,0.52,0.55,
23793,Kepler-505 b,27.52197994,,2.600,,,,,,3931.00,0.53,0.55,
23794,Kepler-505 b,27.52197994,0.144400,2.510,,,0.000000,313,,3770.00,0.51,0.53,
23795,Kepler-505 b,27.52194772,,,,,,,,3861.00,0.65,0.62,-1.079
23796,Kepler-505 b,27.52196099,,,,,,,,3861.00,0.65,0.62,-1.079
23797,Kepler-505 b,,,3.114,,,,,,3780.00,0.64,,
23798,Kepler-505 b,27.52197994,0.144400,2.510,,,0.000000,313,,3770.00,0.51,0.53,
23799,Kepler-505 b,27.52197670,,,,,,,,3861.00,0.65,0.62,-1.079
23800,Kepler-506 b,6.88341485,,,,,,,,6133.77,1.23,1.16,0.288
23801,Kepler-506 b,,,2.644,,,,,,6163.00,1.20,,
23802,Kepler-506 b,6.88340550,0.074900,2.670,,,0.000000,1086,,6184.00,1.19,1.18,
23803,Kepler-506 b,6.88341278,0.075000,2.630,,,0.000000,1080,,6139.00,1.19,1.19,
23804,Kepler-506 b,6.88340359,,,,,,,,6133.77,1.23,1.16,0.288
23805,Kepler-506 b,6.88340550,0.074900,2.670,,,0.000000,1086,,6184.00,1.19,1.18,
23806,Kepler-506 b,6.88340300,0.075000,2.610,,,0.000000,1068,,6145.00,1.16,1.18,
23807,Kepler-506 b,6.88340550,0.074900,2.670,,,0.000000,1086,,6184.00,1.19,1.18,
23808,Kepler-506 b,6.88340550,,2.730,,,,,,6236.00,1.19,1.19,
23809,Kepler-506 b,6.88341278,,,,,,,,6133.77,1.23,1.16,0.288
23810,Kepler-507 b,,,1.313,,,,,,6030.00,1.29,,
23811,Kepler-507 b,3.56809961,,,,,,,,6008.00,1.34,1.11,0.326
23812,Kepler-507 b,3.56809693,0.047500,1.220,,,0.000000,1345,,6036.00,1.21,1.13,
23813,Kepler-507 b,3.56809693,,1.300,,,,,,6113.00,1.32,1.16,
23814,Kepler-507 b,3.56809693,0.047500,1.220,,,0.000000,1345,,6036.00,1.21,1.13,
23815,Kepler-507 b,3.56809693,0.047500,1.220,,,0.000000,1345,,6036.00,1.21,1.13,
23816,Kepler-507 b,3.56809961,0.047300,1.360,,,0.000000,1407,,6007.00,1.33,1.11,
23817,Kepler-507 b,3.56808669,,,,,,,,6008.00,1.34,1.11,0.326
23818,Kepler-507 b,3.56806500,0.048000,1.290,,,0.000000,1320,,6040.00,1.18,1.16,
23819,Kepler-507 b,3.56808331,,,,,,,,6008.00,1.34,1.11,0.326
23820,Kepler-508 b,25.30889748,0.182700,2.360,,,0.000000,862,,6283.00,1.77,1.27,
23821,Kepler-508 b,25.30889748,,1.640,,,,,,6025.00,1.25,1.16,
23822,Kepler-508 b,,,1.659,,,,,,6150.00,1.21,,
23823,Kepler-508 b,25.30889700,0.170000,1.570,,,0.000000,661,,5981.00,1.07,1.03,
23824,Kepler-508 b,25.30893566,,,,,,,,6203.12,1.21,1.19,0.289
23825,Kepler-508 b,25.30893566,0.176300,1.770,,,0.000000,710,,5949.00,1.29,1.14,
23826,Kepler-508 b,25.30889748,0.182700,2.360,,,0.000000,862,,6283.00,1.77,1.27,
23827,Kepler-508 b,25.30889748,0.182700,2.360,,,0.000000,862,,6283.00,1.77,1.27,
23828,Kepler-508 b,25.30894683,,,,,,,,6203.12,1.21,1.19,0.289
23829,Kepler-509 b,41.74598855,,,,,,,,5971.55,1.22,1.10,0.233
23830,Kepler-509 b,41.74600392,0.241200,2.420,,,0.000000,585,,5982.00,1.19,1.08,
23831,Kepler-509 b,41.74601840,,,,,,,,5971.55,1.22,1.10,0.233
23832,Kepler-509 b,41.74600392,,2.490,,,,,,6060.00,1.20,1.10,
23833,Kepler-509 b,41.74600392,0.241200,2.420,,,0.000000,585,,5982.00,1.19,1.08,
23834,Kepler-509 b,41.74598855,0.238400,2.400,,,0.000000,584,,5978.00,1.17,1.03,
23835,Kepler-509 b,41.74591000,0.242000,2.500,,,0.000000,592,,6194.00,1.14,1.08,
23836,Kepler-509 b,41.74600392,0.241200,2.420,,,0.000000,585,,5982.00,1.19,1.08,
23837,Kepler-509 b,41.74607240,,,,,,,,5971.55,1.22,1.10,0.233
23838,Kepler-509 b,,,2.453,,,,,,5952.00,1.20,,
23839,Kepler-51 b,45.15420000,,6.890,3.69000,0.06400,0.030000,,,5670.00,0.88,0.98,
23840,Kepler-51 b,45.15550230,,7.050,,,,,,5803.00,0.91,1.00,
23841,Kepler-51 b,45.15530074,,8.510,,,,,,5921.00,1.05,1.05,
23842,Kepler-51 b,45.15600000,,,,,,,,,0.97,1.05,
23843,Kepler-51 b,45.15530074,0.252800,7.880,,,0.000000,523,,6046.00,0.97,1.05,
23844,Kepler-51 b,45.15530074,0.252800,7.880,,,0.000000,523,,6046.00,0.97,1.05,
23845,Kepler-51 b,45.15400000,0.251400,7.100,2.10000,0.03000,0.040000,543,,6018.00,0.94,1.04,
23846,Kepler-51 b,45.15500000,,8.600,2.30000,0.01000,,,,,,1.10,
23847,Kepler-51 b,45.15530956,,,,,,,,5770.00,0.85,1.03,-0.142
23848,Kepler-51 b,45.15535633,,,,,,,,5770.00,0.85,1.03,-0.142
23849,Kepler-51 b,45.15550300,0.252000,7.300,,,0.000000,514,,6018.00,0.94,1.04,
23850,Kepler-51 b,45.15535633,0.252800,7.650,,,0.000000,523,,6046.00,0.97,1.05,
23851,Kepler-51 b,,,6.560,,,,,,5674.00,0.83,,
23852,Kepler-51 b,45.15530074,0.252800,7.880,,,0.000000,523,,6046.00,0.97,1.05,
23853,Kepler-51 b,45.15529288,,,,,,,,5770.00,0.85,1.03,-0.142
23854,Kepler-51 c,85.31600000,,6.400,3.90000,0.10000,,,,,,1.10,
23855,Kepler-51 c,85.31300000,,9.310,9.70000,,,,,,0.97,1.05,
23856,Kepler-51 c,85.31620040,,,,,,,,5770.00,0.85,1.03,-0.142
23857,Kepler-51 c,85.31657760,0.386400,6.100,,,0.000000,423,,6046.00,0.97,1.05,
23858,Kepler-51 c,85.31620040,0.386400,6.340,,,0.000000,423,,6046.00,0.97,1.05,
23859,Kepler-51 c,85.31286620,,5.710,,,,,,5803.00,0.91,1.00,
23860,Kepler-51 c,85.31657760,,6.750,,,,,,5921.00,1.05,1.05,
23861,Kepler-51 c,85.31287000,0.385000,5.900,,,0.000000,415,,6018.00,0.94,1.04,
23862,Kepler-51 c,,,5.440,,,,,,5674.00,0.83,,
23863,Kepler-51 c,85.31664436,,,,,,,,5770.00,0.85,1.03,-0.142
23864,Kepler-51 c,85.31657760,0.386400,6.100,,,0.000000,423,,6046.00,0.97,1.05,
23865,Kepler-51 c,85.31390000,,8.980,4.43000,0.03400,0.010000,,,5670.00,0.88,0.98,
23866,Kepler-51 c,85.31657760,0.386400,6.100,,,0.000000,423,,6046.00,0.97,1.05,
23867,Kepler-51 c,85.31200000,0.384000,9.000,4.00000,0.03000,0.014000,439,,6018.00,0.94,1.04,
23868,Kepler-51 d,130.17746603,0.512100,10.740,,,0.000000,367,,6046.00,0.97,1.05,
23869,Kepler-51 d,130.17802962,0.512100,10.440,,,0.000000,367,,6046.00,0.97,1.05,
23870,Kepler-51 d,130.18310000,0.510000,10.000,,,0.000000,361,,6018.00,0.94,1.04,
23871,Kepler-51 d,,,8.954,,,,,,5674.00,0.83,,
23872,Kepler-51 d,130.17746603,,11.670,,,,,,5921.00,1.05,1.05,
23873,Kepler-51 d,130.18450000,,9.460,5.70000,0.03800,0.010000,,,5670.00,0.88,0.98,
23874,Kepler-51 d,130.17746603,0.512100,10.740,,,0.000000,367,,6046.00,0.97,1.05,
23875,Kepler-51 d,130.17746603,0.512100,10.740,,,0.000000,367,,6046.00,0.97,1.05,
23876,Kepler-51 d,130.17802962,,,,,,,,5770.00,0.85,1.03,-0.142
23877,Kepler-51 d,130.19400000,0.509000,9.700,7.60000,0.04600,0.008000,381,,6018.00,0.94,1.04,
23878,Kepler-51 d,130.17814386,,,,,,,,5770.00,0.85,1.03,-0.142
23879,Kepler-51 d,130.17662541,,,,,,,,5770.00,0.85,1.03,-0.142
23880,Kepler-51 d,130.18300000,,,,,,,,,0.97,1.05,
23881,Kepler-51 d,130.18000000,,11.800,6.20000,0.02000,,,,,,1.10,
23882,Kepler-510 b,19.55663000,0.153000,3.900,,,0.000000,995,,6090.00,2.10,1.24,
23883,Kepler-510 b,19.55659485,,,,,,,,5641.07,1.54,1.00,0.332
23884,Kepler-510 b,19.55659418,,2.470,,,,,,5746.00,1.41,0.91,
23885,Kepler-510 b,19.55659418,0.137100,2.530,,,0.000000,794,,5622.00,1.41,0.88,
23886,Kepler-510 b,19.55659418,0.137100,2.530,,,0.000000,794,,5622.00,1.41,0.88,
23887,Kepler-510 b,19.55662003,,,,,,,,5641.07,1.54,1.00,0.332
23888,Kepler-510 b,19.55659418,0.137100,2.530,,,0.000000,794,,5622.00,1.41,0.88,
23889,Kepler-510 b,19.55653439,,,,,,,,5641.07,1.54,1.00,0.332
23890,Kepler-510 b,,,2.651,,,,,,5700.00,1.47,,
23891,Kepler-510 b,19.55662003,0.134000,2.450,,,0.000000,797,,5671.00,1.36,0.84,
23892,Kepler-511 b,296.63730555,,,,,,,,6023.54,1.63,1.12,0.498
23893,Kepler-511 b,,,9.210,,,,,,5837.00,1.73,,
23894,Kepler-511 b,296.63710000,0.854000,5.040,,,0.000000,270,,5812.00,0.95,0.94,
23895,Kepler-511 b,296.63758170,0.858900,7.560,,,0.000000,332,,5866.00,1.42,0.96,
23896,Kepler-511 b,296.63786500,,6.350,,,,,,5770.00,1.20,1.00,
23897,Kepler-511 b,296.63758170,,,,,,,,6023.54,1.63,1.12,0.498
23898,Kepler-511 b,296.63786500,0.904500,7.180,,,0.000000,322,,5951.00,1.36,1.12,
23899,Kepler-511 b,296.63786500,0.904500,7.180,,,0.000000,322,,5951.00,1.36,1.12,
23900,Kepler-511 b,296.63786500,0.904500,7.180,,,0.000000,322,,5951.00,1.36,1.12,
23901,Kepler-511 c,26.62946276,0.181300,2.940,,,0.000000,718,,5951.00,1.36,1.12,
23902,Kepler-511 c,26.62941953,0.172200,3.130,,,0.000000,742,,5866.00,1.42,0.96,
23903,Kepler-511 c,26.62941953,,,,,,,,6023.54,1.63,1.12,0.498
23904,Kepler-511 c,26.62946276,0.181300,2.940,,,0.000000,718,,5951.00,1.36,1.12,
23905,Kepler-511 c,26.62949944,,4.210,,,,,,5866.00,1.42,0.96,
23906,Kepler-511 c,26.62943950,,,,,,,,6023.54,1.63,1.12,0.498
23907,Kepler-511 c,26.62942000,0.175000,2.190,,,0.000000,609,,5780.00,1.00,1.00,
23908,Kepler-511 c,26.62946276,0.181300,2.940,,,0.000000,718,,5951.00,1.36,1.12,
23909,Kepler-512 b,34.43576000,0.212000,2.300,,,0.000000,592,,6125.00,1.02,1.06,
23910,Kepler-512 b,34.43587975,0.203800,1.980,,,0.000000,585,,6100.00,0.96,0.95,
23911,Kepler-512 b,34.43593870,0.219400,2.780,,,0.000000,652,,5929.00,1.36,1.19,
23912,Kepler-512 b,34.43587975,,2.690,,,,,,5997.00,1.30,1.17,
23913,Kepler-512 b,34.43593870,,,,,,,,6143.00,1.13,1.16,0.216
23914,Kepler-512 b,,,2.320,,,,,,6051.00,1.14,,
23915,Kepler-512 b,34.43582968,,,,,,,,6143.00,1.13,1.16,0.216
23916,Kepler-512 b,34.43596883,,,,,,,,6143.00,1.13,1.16,0.216
23917,Kepler-512 b,34.43587975,0.203800,1.980,,,0.000000,585,,6100.00,0.96,0.95,
23918,Kepler-512 b,34.43587975,0.203800,1.980,,,0.000000,585,,6100.00,0.96,0.95,
23919,Kepler-513 b,28.86235584,0.183600,2.190,,,0.000000,639,,6084.00,1.04,0.99,
23920,Kepler-513 b,,,2.541,,,,,,5748.00,1.09,,
23921,Kepler-513 b,28.86236571,0.178900,2.530,,,0.000000,623,,5725.00,1.09,0.92,
23922,Kepler-513 b,28.86235584,0.183600,2.190,,,0.000000,639,,6084.00,1.04,0.99,
23923,Kepler-513 b,28.86237721,,,,,,,,5872.00,1.06,1.06,0.079
23924,Kepler-513 b,28.86237473,,,,,,,,5872.00,1.06,1.06,0.079
23925,Kepler-513 b,28.86236571,,,,,,,,5872.00,1.06,1.06,0.079
23926,Kepler-513 b,28.86231000,0.187000,2.400,,,0.000000,644,,6089.00,1.07,1.04,
23927,Kepler-513 b,28.86235584,,2.200,,,,,,5849.00,1.06,1.02,
23928,Kepler-513 b,28.86235584,0.183600,2.190,,,0.000000,639,,6084.00,1.04,0.99,
23929,Kepler-514 b,5.65179605,,1.720,,,,,,6106.00,1.44,1.28,
23930,Kepler-514 b,5.65179605,0.064200,1.490,,,0.000000,1233,,6292.00,1.27,1.10,
23931,Kepler-514 b,5.65179605,0.064200,1.490,,,0.000000,1233,,6292.00,1.27,1.10,
23932,Kepler-514 b,5.65178922,0.067600,2.030,,,0.000000,1248,,6085.00,1.46,1.29,
23933,Kepler-514 b,5.65178922,,,,,,,,5998.99,1.39,1.11,0.353
23934,Kepler-514 b,5.65181706,,,,,,,,5998.99,1.39,1.11,0.353
23935,Kepler-514 b,,,1.859,,,,,,6155.00,1.34,,
23936,Kepler-514 b,5.65178735,,,,,,,,5998.99,1.39,1.11,0.353
23937,Kepler-514 b,5.65179605,0.064200,1.490,,,0.000000,1233,,6292.00,1.27,1.10,
23938,Kepler-514 b,5.65183800,0.065000,1.650,,,0.000000,1230,,6282.00,1.28,1.13,
23939,Kepler-515 b,19.96364808,,,,,,,,,,,
23940,Kepler-515 b,19.96359000,0.144000,1.430,,,0.000000,672,,5780.00,1.00,1.00,
23941,Kepler-515 b,19.96367208,0.133300,1.500,,,0.000000,564,,5250.00,0.79,0.79,
23942,Kepler-515 b,19.96371318,0.144300,1.750,,,0.000000,671,,5780.00,1.00,1.00,
23943,Kepler-515 b,19.96371318,,1.460,,,,,,5293.00,0.83,0.90,
23944,Kepler-515 b,19.96371318,0.144300,1.750,,,0.000000,671,,5780.00,1.00,1.00,
23945,Kepler-515 b,19.96371318,0.144300,1.750,,,0.000000,671,,5780.00,1.00,1.00,
23946,Kepler-515 b,19.96366890,,,,,,,,,,,
23947,Kepler-515 b,19.96367208,,,,,,,,,,,
23948,Kepler-516 b,24.85466504,,,,,,,,6731.00,1.84,1.43,0.798
23949,Kepler-516 b,24.85462415,0.188700,4.970,,,0.000000,933,,6956.00,1.74,1.45,
23950,Kepler-516 b,24.85468700,0.187000,4.800,,,0.000000,908,,6954.00,1.64,1.41,
23951,Kepler-516 b,24.85462415,0.188700,4.970,,,0.000000,933,,6956.00,1.74,1.45,
23952,Kepler-516 b,24.85466504,0.199200,7.610,,,0.000000,1095,,6967.00,2.53,1.70,
23953,Kepler-516 b,,,5.471,,,,,,6954.00,1.82,,
23954,Kepler-516 b,24.85462415,,5.740,,,,,,7099.00,2.02,1.62,
23955,Kepler-516 b,24.85462415,0.188700,4.970,,,0.000000,933,,6956.00,1.74,1.45,
23956,Kepler-516 b,24.85463056,,,,,,,,6731.00,1.84,1.43,0.798
23957,Kepler-517 b,60.92818866,,,,,,,,5604.05,1.04,0.99,-0.019
23958,Kepler-517 b,60.92832271,,2.670,,,,,,5690.00,0.98,0.95,
23959,Kepler-517 b,60.92832271,0.288000,2.870,,,0.000000,474,,5598.00,1.06,0.86,
23960,Kepler-517 b,60.92920000,0.294000,3.120,,,0.000000,462,,5598.00,1.03,0.91,
23961,Kepler-517 b,60.92832947,,,,,,,,5604.05,1.04,0.99,-0.019
23962,Kepler-517 b,60.92828898,,,,,,,,5604.05,1.04,0.99,-0.019
23963,Kepler-517 b,60.92832271,0.288000,2.870,,,0.000000,474,,5598.00,1.06,0.86,
23964,Kepler-517 b,60.92832271,0.288000,2.870,,,0.000000,474,,5598.00,1.06,0.86,
23965,Kepler-517 b,,,2.759,,,,,,5563.00,1.01,,
23966,Kepler-517 b,60.92818866,0.289700,2.780,,,0.000000,467,,5638.00,1.02,0.87,
23967,Kepler-518 b,8.51203588,0.086100,4.380,,,0.000000,1252,,6164.00,1.82,1.17,
23968,Kepler-518 b,8.51203588,0.086100,4.380,,,0.000000,1252,,6164.00,1.82,1.17,
23969,Kepler-518 b,8.51203774,0.081000,2.140,,,0.000000,839,,5767.00,0.88,0.98,
23970,Kepler-518 b,8.51204786,,,,,,,,5953.00,0.90,1.09,-0.040
23971,Kepler-518 b,8.51203774,,,,,,,,5953.00,0.90,1.09,-0.040
23972,Kepler-518 b,8.51203588,,2.110,,,,,,5842.00,0.88,0.96,
23973,Kepler-518 b,8.51203687,,,,,,,,5953.00,0.90,1.09,-0.040
23974,Kepler-518 b,,,2.252,,,,,,5802.00,0.93,,
23975,Kepler-518 b,8.51205000,0.086000,5.100,,,0.000000,1260,,6150.00,1.85,1.19,
23976,Kepler-518 b,8.51203588,0.086100,4.380,,,0.000000,1252,,6164.00,1.82,1.17,
23977,Kepler-519 b,,,2.163,,,,,,5347.00,0.83,,
23978,Kepler-519 b,24.30798300,0.161000,2.290,,,0.000000,555,,5407.00,0.87,0.94,
23979,Kepler-519 b,24.30793833,,,,,,,,5272.08,0.82,0.90,-0.335
23980,Kepler-519 b,24.30789460,0.159900,2.110,,,0.000000,535,,5377.00,0.81,0.92,
23981,Kepler-519 b,24.30784323,,,,,,,,5272.08,0.82,0.90,-0.335
23982,Kepler-519 b,24.30789460,0.159900,2.110,,,0.000000,535,,5377.00,0.81,0.92,
23983,Kepler-519 b,24.30789460,,2.100,,,,,,5260.00,0.80,0.89,
23984,Kepler-519 b,24.30784323,0.159400,2.140,,,0.000000,532,,5313.00,0.82,0.91,
23985,Kepler-519 b,24.30789460,0.159900,2.110,,,0.000000,535,,5377.00,0.81,0.92,
23986,Kepler-519 b,24.30788504,,,,,,,,5272.08,0.82,0.90,-0.335
23987,Kepler-52 b,,,2.516,,,,,,4127.00,0.62,0.66,-0.996
23988,Kepler-52 b,7.87740709,,2.700,,,,,,4242.00,0.63,0.66,
23989,Kepler-52 b,7.87742645,,,,,,,,4116.00,0.68,0.64,-0.928
23990,Kepler-52 b,7.87740709,0.063900,2.330,,,0.000000,500,,3898.00,0.54,0.56,
23991,Kepler-52 b,7.87740709,0.063900,2.330,,,0.000000,500,,3898.00,0.54,0.56,
23992,Kepler-52 b,7.87740709,0.063900,2.330,,,0.000000,500,,3898.00,0.54,0.56,
23993,Kepler-52 b,7.87700000,,2.520,79.60000,,,,,,0.62,0.66,
23994,Kepler-52 b,,,2.176,,,,,,4127.00,0.62,,
23995,Kepler-52 b,7.87735650,,2.100,135.00000,,,,,4075.00,0.52,0.54,
23996,Kepler-52 b,7.87735600,0.065000,2.210,,,0.000000,541,,4222.00,0.55,0.58,
23997,Kepler-52 b,7.87741630,0.066500,2.160,,,0.000000,553,,4126.00,0.61,0.63,
23998,Kepler-52 b,7.87741630,,,,,,,,4116.00,0.68,0.64,-0.928
23999,Kepler-52 b,7.87761021,0.063700,1.930,,,,499,M0 V,3898.00,0.54,0.56,
24000,Kepler-52 c,16.38500000,,2.200,62.90000,,,,,,0.62,0.66,
24001,Kepler-52 c,16.38485646,0.104100,1.810,,,0.000000,392,,3898.00,0.54,0.56,
24002,Kepler-52 c,16.38485646,0.104100,1.810,,,0.000000,392,,3898.00,0.54,0.56,
24003,Kepler-52 c,16.38478073,,,,,,,,4116.00,0.68,0.64,-0.928
24004,Kepler-52 c,16.38482024,,,,,,,,4116.00,0.68,0.64,-0.928
24005,Kepler-52 c,16.38489988,,,,,,,,4116.00,0.68,0.64,-0.928
24006,Kepler-52 c,16.38500000,0.105000,1.930,,,0.000000,425,,4222.00,0.55,0.58,
24007,Kepler-52 c,16.38485646,0.104100,1.810,,,0.000000,392,,3898.00,0.54,0.56,
24008,Kepler-52 c,16.38481298,,1.900,,,,,,4116.00,0.68,0.64,-0.928
24009,Kepler-52 c,16.38485646,,2.140,,,,,,4242.00,0.63,0.66,
24010,Kepler-52 c,,,2.018,,,,,,4127.00,0.62,,
24011,Kepler-52 c,16.38489988,0.108400,2.000,,,0.000000,433,,4126.00,0.61,0.63,
24012,Kepler-52 c,16.38522911,0.103790,1.690,,,,390,M0 V,3898.00,0.54,0.56,
24013,Kepler-52 c,16.38500210,,1.840,45.40000,,,,,4075.00,0.52,0.54,
24014,Kepler-52 c,,,2.196,,,,,,4127.00,0.62,0.66,-0.996
24015,Kepler-52 d,36.44517100,0.182000,1.950,,,,,,4263.00,0.56,,
24016,Kepler-52 d,36.44548195,,,,,,,,4116.00,0.68,0.64,-0.928
24017,Kepler-52 d,36.44530957,,,,,,,,4116.00,0.68,0.64,-0.928
24018,Kepler-52 d,36.44516433,,1.960,,,,,,4116.00,0.68,0.64,-0.928
24019,Kepler-52 d,36.44540010,,,,,,,,4116.00,0.68,0.64,-0.928
24020,Kepler-52 d,36.44540010,0.184700,1.990,,,0.000000,332,,4126.00,0.61,0.63,
24021,Kepler-52 d,36.44591000,0.179000,1.960,,,0.000000,326,,4222.00,0.55,0.58,
24022,Kepler-52 d,36.44519820,,2.140,,,,,,4242.00,0.63,0.66,
24023,Kepler-52 d,36.44519820,0.177400,1.800,,,0.000000,300,,3898.00,0.54,0.56,
24024,Kepler-52 d,36.44519820,0.177400,1.800,,,0.000000,300,,3898.00,0.54,0.56,
24025,Kepler-52 d,,,2.224,,,,,,4127.00,0.62,0.66,-0.996
24026,Kepler-52 d,,,2.012,,,,,,4127.00,0.62,,
24027,Kepler-52 d,36.44519820,0.177400,1.800,,,0.000000,300,,3898.00,0.54,0.56,
24028,Kepler-520 b,19.67416124,0.148700,1.570,,,0.000000,709,,6108.00,1.03,1.13,
24029,Kepler-520 b,19.67416124,0.148700,1.570,,,0.000000,709,,6108.00,1.03,1.13,
24030,Kepler-520 b,19.67415985,,,,,,,,5919.59,,,
24031,Kepler-520 b,19.67423000,0.149000,1.800,,,0.000000,731,,6141.00,1.09,1.14,
24032,Kepler-520 b,19.67417637,,,,,,,,5919.59,,,
24033,Kepler-520 b,19.67416124,0.148700,1.570,,,0.000000,709,,6108.00,1.03,1.13,
24034,Kepler-520 b,19.67416124,,1.660,,,,,,6112.00,1.09,1.10,
24035,Kepler-520 b,19.67409703,,,,,,,,5919.59,,,
24036,Kepler-520 b,19.67409703,0.144000,1.780,,,0.000000,711,,6023.00,1.03,1.03,
24037,Kepler-520 c,5.21104597,0.059400,1.180,,,0.000000,1107,,6023.00,1.03,1.03,
24038,Kepler-520 c,5.21104261,,1.070,,,,,,6112.00,1.09,1.10,
24039,Kepler-520 c,5.21104597,,,,,,,,5919.59,,,
24040,Kepler-520 c,5.21104101,,,,,,,,5919.59,,,
24041,Kepler-520 c,5.21104261,0.061300,1.050,,,0.000000,1104,,6108.00,1.03,1.13,
24042,Kepler-520 c,5.21105800,0.061000,1.150,,,0.000000,1143,,6141.00,1.09,1.14,
24043,Kepler-520 c,5.21104153,,,,,,,,5919.59,,,
24044,Kepler-520 c,5.21104261,0.061300,1.050,,,0.000000,1104,,6108.00,1.03,1.13,
24045,Kepler-520 c,5.21104261,0.061300,1.050,,,0.000000,1104,,6108.00,1.03,1.13,
24046,Kepler-521 b,22.20809549,,,,,,,,6663.52,1.62,1.41,0.671
24047,Kepler-521 b,22.20813214,0.165500,3.710,,,0.000000,940,,6652.00,1.70,1.23,
24048,Kepler-521 b,,,3.591,,,,,,6563.00,1.67,,
24049,Kepler-521 b,22.20813214,,3.180,,,,,,6406.00,1.46,1.34,
24050,Kepler-521 b,22.20813214,0.165500,3.710,,,0.000000,940,,6652.00,1.70,1.23,
24051,Kepler-521 b,22.20813214,0.165500,3.710,,,0.000000,940,,6652.00,1.70,1.23,
24052,Kepler-521 b,22.20792000,0.173000,4.300,,,0.000000,953,,6658.00,1.82,1.39,
24053,Kepler-521 b,22.20809549,0.169900,3.020,,,0.000000,803,,6336.00,1.40,1.32,
24054,Kepler-521 b,22.20746759,,,,,,,,6663.52,1.62,1.41,0.671
24055,Kepler-521 b,22.20799506,,,,,,,,6663.52,1.62,1.41,0.671
24056,Kepler-522 b,38.58336790,0.255100,8.560,,,0.000000,761,,6273.00,1.93,1.49,
24057,Kepler-522 b,38.58336000,0.247000,5.190,,,0.000000,655,,6285.00,1.38,1.34,
24058,Kepler-522 b,38.58336790,,,,,,,,6373.72,1.74,1.27,0.655
24059,Kepler-522 b,38.58422849,0.242500,4.760,,,0.000000,652,,6267.00,1.35,1.28,
24060,Kepler-522 b,38.58422849,0.242500,4.760,,,0.000000,652,,6267.00,1.35,1.28,
24061,Kepler-522 b,38.58422849,,6.910,,,,,,6392.00,1.98,1.54,
24062,Kepler-522 b,38.58437961,,,,,,,,6373.72,1.74,1.27,0.655
24063,Kepler-522 b,38.58422849,0.242500,4.760,,,0.000000,652,,6267.00,1.35,1.28,
24064,Kepler-522 b,,,7.521,,,,,,6338.00,1.69,,
24065,Kepler-522 b,38.58443238,,,,,,,,6373.72,1.74,1.27,0.655
24066,Kepler-523 b,5.83597706,,,,,,,,5411.40,0.82,0.94,-0.280
24067,Kepler-523 b,5.83598311,0.062100,1.930,,,0.000000,892,,5509.00,0.84,0.94,
24068,Kepler-523 b,5.83598390,,,,,,,,5411.40,0.82,0.94,-0.280
24069,Kepler-523 b,,,1.874,,,,,,5529.00,0.81,,
24070,Kepler-523 b,5.83598311,,1.960,,,,,,5515.00,0.86,0.93,
24071,Kepler-523 b,5.83598311,0.062100,1.930,,,0.000000,892,,5509.00,0.84,0.94,
24072,Kepler-523 b,5.83597300,0.063000,2.170,,,0.000000,915,,5527.00,0.89,0.96,
